"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","ZhviRecordCnt","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI","BottomMonth","BottomQuarter","BottomZHVI","PctFallFromPeakToBottom"
2014-02-28,"Wooded Area","CA","San Diego","San Diego","San Diego",2678,1072000,-0.0187643020594966,-0.0469416785206259,0.145299145299145,0.0286501225147111,0.0240071312531509,812,"2013-11","2013-Q4",1124800,-0.0469416785206259,"2013-10","2014-02","2014-Q1",1072000,-0.0469416785206259
2014-02-28,"Grant Park","OR","Portland","Multnomah","Portland",2679,498900,0.00362100181050091,0.0169180595189564,0.0964835164835165,0.0268485954245117,0.0433411471924079,1531,"2014-02","2014-Q1",498900,0,"2014-02",,,,
2014-02-28,"South Seminole Heights","FL","Tampa","Hillsborough","Tampa",2680,138500,0.0116873630387144,0.0413533834586466,0.361848574237955,-0.0119761683243709,0.0104702201021207,1474,"2006-11","2006-Q4",206500,-0.329297820823245,"2004-08","2012-01","2012-Q1",84000,-0.593220338983051
2014-02-28,"Alger Heights","MI","Grand Rapids","Kent","Grand Rapids",2681,98700,0.00406917599186165,0.013347022587269,0.0775109170305677,-0.00060679656348761,-0.0182822499515092,1736,"2005-04","2005-Q2",122800,-0.196254071661238,"2000-10","2011-09","2011-Q3",82100,-0.3314332247557
2014-02-28,"Montclair","CA","San Francisco","Alameda","Oakland",2682,849500,0.00141459389366969,0.0012965582272513,0.103676757178121,0.0261325081099792,0.0158058599925552,1767,"2005-10","2005-Q4",899800,-0.0559013114025339,"2005-02","2011-08","2011-Q3",680300,-0.243943098466326
2014-02-28,"Audubon","KY","Louisville/Jefferson County","Jefferson","Louisville",2683,132200,-0.00226415094339623,-0.00451807228915663,0.0303975058456742,0.0155235694492437,0.0122026174347143,1476,"2013-12","2013-Q4",132800,-0.00451807228915663,"2013-10","2014-02","2014-Q1",132200,-0.00451807228915663
2014-02-28,"Wildwood","IL","Chicago","Cook","Chicago",2684,410300,0.0098449421609648,0.0363728214195504,0.104441453566622,-0.021242541996034,0.000783280998387426,1535,"2007-03","2007-Q1",512700,-0.19972693582992,"2004-08","2012-03","2012-Q1",357300,-0.303101228788765
2014-02-28,"Holden Heights","FL","Orlando","Orange","Orlando",2685,56300,0.0199275362318841,0.0744274809160305,0.192796610169492,-0.0699378413253342,-0.0122730667083758,1311,"2007-05","2007-Q2",111100,-0.493249324932493,"2002-03","2011-08","2011-Q3",41500,-0.626462646264626
2014-02-28,"Berg-Lasher","MI","Detroit","Wayne","Detroit",2686,39200,-0.0125944584382872,-0.0248756218905473,0.0681198910081744,-0.124019386236844,-0.0954536277887265,1578,"2005-07","2005-Q3",116800,-0.664383561643836,,"2012-11","2012-Q4",34900,-0.701198630136986
2014-02-28,"Downtown","FL","Miami-Fort Lauderdale","Broward","Fort Lauderdale",2687,417500,0.000239578342117873,0.0235351801912233,0.100711837595571,0.0391863911345081,0.0254253412621215,1798,"2006-08","2006-Q3",550600,-0.241736287686161,"2005-04","2011-11","2011-Q4",302300,-0.450962586269524
2014-02-28,"Meredith","IA","Des Moines","Polk","Des Moines",2688,154800,0,0.00389105058365759,0.048070412999323,0.00129702122223807,0.00817215490962608,935,"2014-02","2014-Q1",154800,0,"2014-02",,,,
2014-02-28,"Ventura","FL","Orlando","Orange","Orlando",2689,74000,0.00954979536152797,0.0206896551724138,0.102831594634873,-0.078555237648552,-0.0233269302513835,2146,"2006-10","2006-Q4",165300,-0.55232909860859,"2000-10","2012-02","2012-Q1",59900,-0.637628554143981
2014-02-28,"Ruskin Heights","MO","Kansas City","Jackson","Kansas City",2690,42700,-0.0206422018348624,-0.0876068376068376,-0.313504823151125,,,1590,"2010-01","2010-Q1",70000,-0.39,,"2014-02","2014-Q1",42700,-0.39
2014-02-28,"Burke Acres","MI","Kalamazoo","Kalamazoo","Kalamazoo",2691,68900,0,-0.0100574712643678,0.00145348837209302,-0.0242549587976921,-0.0229429009721847,1298,"2006-04","2006-Q2",93100,-0.259935553168636,"2001-05","2012-07","2012-Q3",66900,-0.281417830290011
2014-02-28,"Birmingham","OH","Toledo","Lucas","Toledo",2692,35900,-0.00277777777777778,-0.00828729281767956,-0.0110192837465565,-0.0591657966705613,-0.0278153725027371,1208,"2005-10","2005-Q4",54700,-0.343692870201097,"1999-04","2012-04","2012-Q2",30800,-0.436928702010969
2014-02-28,"Framingham","OH","Columbus","Franklin","Columbus",2693,54600,0.00367647058823529,0.0167597765363128,0.0360531309297913,-0.0401053569137413,-0.0286248740971857,787,"2007-04","2007-Q2",77600,-0.29639175257732,"1997-10","2013-02","2013-Q1",52700,-0.320876288659794
2014-02-28,"Scioto Woods","OH","Columbus","Franklin","Columbus",2694,138900,0.000720461095100865,0.00871459694989107,0.0467219291635268,-0.00718586726373638,-0.00255550412050887,1388,"2005-11","2005-Q4",153900,-0.0974658869395711,"2003-03","2011-11","2011-Q4",129600,-0.157894736842105
2014-02-28,"Riverview","CA","Los Angeles","Orange","Santa Ana",2695,418100,0.00528973310892041,0.0247549019607843,0.127866199082816,0.0441950183472792,0.00893891410154035,607,"2006-07","2006-Q3",630800,-0.33719086873811,"2004-06","2009-06","2009-Q2",323100,-0.487793278376665
2014-02-28,"Escalante","AZ","Phoenix","Maricopa","Tempe",2696,123200,-0.00645161290322581,-0.028391167192429,0.0309623430962343,-0.0351015867941463,0.00612682274157872,1106,"2006-04","2006-Q2",201400,-0.388282025819265,"2004-09","2011-07","2011-Q3",85300,-0.576464746772592
2014-02-28,"Woodbury","CA","Los Angeles","Los Angeles","Glendale",2697,684000,0.00337391814581194,0.0276442307692308,0.134516503566097,0.029276857547506,0.0263602716878522,801,"2006-06","2006-Q2",791000,-0.13527180783818,"2005-04","2011-12","2011-Q4",551500,-0.302781289506953
2014-02-28,"Greenwood & Hamilton","NJ","Trenton","Mercer","Trenton",2698,83600,0.0072289156626506,0.0207570207570208,0.0410958904109589,-0.072504528541531,-0.0095288160510375,821,"2007-01","2007-Q1",140600,-0.405405405405405,"2003-05","2012-08","2012-Q3",79900,-0.43172119487909
2014-02-28,"Covell Park","CA","Sacramento","Yolo","Davis",2699,497700,-0.00678507283975254,-0.0142602495543672,0.0907297830374754,0.0293392986115704,0.0128598431987412,1122,"2006-04","2006-Q2",587900,-0.15342745364858,"2004-09","2011-11","2011-Q4",410700,-0.301411804728695
2014-02-28,"Dam East-West","CO","Denver","Arapahoe","Aurora",2700,170300,0,0.00948429164196799,0.0994189799870884,0.0432612727196433,-0.00607501637109575,2028,"2003-05","2003-Q2",182600,-0.0673603504928806,"2001-04","2011-11","2011-Q4",134600,-0.262869660460022
2014-02-28,"Burnt Bridge Creek","WA","Portland","Clark","Vancouver",2701,185900,0.00540832882639264,0.0259381898454746,0.144704433497537,-0.00705630745192842,0.0180821839641836,1651,"2006-07","2006-Q3",229600,-0.190331010452962,"2005-06","2012-03","2012-Q1",144400,-0.371080139372822
2014-02-28,"Upper Land Park","CA","Sacramento","Sacramento","Sacramento",2702,386100,-0.00464037122969838,-0.00643335048893464,0.126312718786464,0.0334064829387792,0.0101536501122645,825,"2005-10","2005-Q4",465500,-0.170569280343716,"2004-09","2011-12","2011-Q4",279500,-0.399570354457572
2014-02-28,"Sharon Woods","NC","Charlotte","Mecklenburg","Charlotte",2703,304300,0.00828363154406892,0.033276740237691,0.124953789279113,0.00828619294846189,0.0349635414118807,1752,"2007-12","2007-Q4",317100,-0.0403658152002523,"2007-06","2011-07","2011-Q3",241200,-0.239356669820246
2014-02-28,"East Community Team South","MO","Kansas City","Jackson","Kansas City",2704,34300,-0.0171919770773639,-0.0704607046070461,-0.148883374689826,,,1766,"2010-05","2010-Q2",48500,-0.292783505154639,,"2014-02","2014-Q1",34300,-0.292783505154639
2014-02-28,"North Oak Park","CA","Sacramento","Sacramento","Sacramento",2705,179100,-0.000558035714285714,-0.00720620842572062,0.0479812755997659,-0.0003346720964017,-0.00328976786769042,898,"2005-12","2005-Q4",290300,-0.383052015156734,"2003-12","2011-08","2011-Q3",121700,-0.580778504994833
2014-02-28,"North Trenton","NJ","Trenton","Mercer","Trenton",2706,65700,0.00612557427258806,0.0170278637770898,-0.0394736842105263,-0.0572004710079369,-0.0119595696663057,1154,"2007-12","2007-Q4",105000,-0.374285714285714,"2002-11","2013-08","2013-Q3",63300,-0.397142857142857
2014-02-28,"Coronado Ranch","AZ","Phoenix","Maricopa","Gilbert",2707,270200,-0.0011090573012939,-0.00147819660014782,0.0838347372643402,0.0294501624015573,0.0248446449585429,992,"2005-12","2005-Q4",390700,-0.308420783209624,"2005-02","2011-01","2011-Q1",185800,-0.524443306885078
2014-02-28,"McBean","GA","Augusta","Richmond","Augusta",2708,100700,-0.00494071146245059,-0.0127450980392157,0.00298804780876494,-0.00964500431683446,0.00406146521220085,865,"2007-06","2007-Q2",115200,-0.125868055555556,"2005-08","2012-11","2012-Q4",98700,-0.143229166666667
2014-02-28,"Iroquois Park","KY","Louisville/Jefferson County","Jefferson","Louisville",2709,114700,-0.00520381613183001,-0.0129087779690189,0.0241071428571429,-0.00464256646905359,0.00238495477485334,1353,"2008-09","2008-Q3",119600,-0.0409698996655518,"2004-10","2012-09","2012-Q3",110700,-0.0744147157190636
2014-02-28,"Macons Corner","VA","Virginia Beach","Virginia Beach City","Virginia Beach",2710,200700,-0.00049800796812749,-0.0029806259314456,-0.00937808489634748,-0.00826157929795679,0.040296334118912,655,"2007-04","2007-Q2",220100,-0.0881417537482962,"2005-09","2011-11","2011-Q4",184800,-0.160381644706951
2014-02-28,"Fourth Ward","TX","Houston","Harris","Houston",2711,308600,0.00948642459928034,0.0242283438433455,0.0767620376831821,0.059636204465134,0.0549789079176806,1045,"2013-05","2013-Q2",310300,-0.00547856912665163,"2013-04","2013-11","2013-Q4",301300,-0.029004189494038
2014-02-28,"River Road","OR","Eugene","Lane","Eugene",2712,194200,-0.00205549845837616,0.000515198351365276,0.063526834611172,-0.0150525965032713,0.0225388586602082,768,"2007-07","2007-Q3",231700,-0.161847216227881,"2005-08","2011-11","2011-Q4",176000,-0.240397065170479
2014-02-28,"Fort Caroline Shores","FL","Jacksonville","Duval","Jacksonville",2713,215600,0.0027906976744186,0.0184222957014643,0.144981412639405,-0.00430379497048428,0.0122418361356291,1128,"2006-08","2006-Q3",276600,-0.220535068691251,"2004-10","2012-08","2012-Q3",182600,-0.339840925524223
2014-02-28,"Worth Heights","TX","Dallas-Fort Worth","Tarrant","Fort Worth",2714,56600,0.0089126559714795,0.0290909090909091,0.109803921568627,0.00141945213176431,0.00489981575827714,936,"2007-01","2007-Q1",66300,-0.14630467571644,"2004-04","2011-09","2011-Q3",49800,-0.248868778280543
2014-02-28,"Oakford Park","FL","Tampa","Hillsborough","Tampa",2715,127800,0.0110759493670886,0.0415647921760391,0.210227272727273,-0.024263387393699,0.00118134850176954,1598,"2006-04","2006-Q2",217800,-0.413223140495868,"2004-04","2012-02","2012-Q1",91100,-0.581726354453627
2014-02-28,"Cory - Merrill","CO","Denver","Denver","Denver",2716,401300,0.00475713570355533,0.0156922298152366,0.0653039554021768,0.0311732985109057,0.0285979960482963,1844,"2014-02","2014-Q1",401300,0,"2014-02",,,,
2014-02-28,"Thurston Woods","WI","Milwaukee","Milwaukee","Milwaukee",2717,55800,-0.00357142857142857,-0.0088809946714032,0.102766798418972,-0.089962400832616,-0.0273073404801017,985,"2007-12","2007-Q4",101800,-0.451866404715128,"2001-01","2013-04","2013-Q2",50000,-0.508840864440079
2014-02-28,"Sunland Village","AZ","Phoenix","Maricopa","Mesa",2718,159300,-0.00561797752808989,-0.016059295861643,0.0634178905206943,0.0198345396327959,0.0256155754618839,2540,"2006-03","2006-Q1",213100,-0.252463632097607,"2005-03","2010-10","2010-Q4",124900,-0.413890192397935
2014-02-28,"Thornton Park","CA","Los Angeles","Orange","Santa Ana",2719,466000,0.014808362369338,0.0450773716079839,0.265616512764802,0.0421408660279041,0.00989560812431556,775,"2006-05","2006-Q2",675800,-0.310446877774489,"2004-06","2012-03","2012-Q1",329200,-0.51287363125185
2014-02-28,"North Shoreview","CA","San Francisco","San Mateo","San Mateo",2720,673300,0.0120246505335939,0.0510458944739307,0.280524914416128,0.0523839266110211,0.0230104776060969,985,"2006-04","2006-Q2",706900,-0.0475314754562173,"2005-04","2011-08","2011-Q3",456900,-0.353656811430188
2014-02-28,"Regis","CO","Denver","Denver","Denver",2721,248800,-0.00360432519022827,-0.0111287758346582,0.0502321654706627,0.0388801617315662,0.0252969378917072,1388,"2013-10","2013-Q4",252400,-0.0142630744849445,"2013-08","2014-02","2014-Q1",248800,-0.0142630744849445
2014-02-28,"Pecan Park","FL","Jacksonville","Duval","Jacksonville",2722,188700,-0.000529661016949153,0.0150618612157074,0.154128440366972,-0.0124515932249869,0.0106691416927291,1287,"2006-08","2006-Q3",251300,-0.249104655789893,"2004-10","2012-04","2012-Q2",157900,-0.3716673298846
2014-02-28,"Fairmount","TX","Dallas-Fort Worth","Tarrant","Fort Worth",2723,172700,0.00641025641025641,0.0304295942720764,0.0653917334978408,0.0323285020389401,0.0328523273471881,1161,"2014-02","2014-Q1",172700,0,"2014-02",,,,
2014-02-28,"Parkview Hills","TX","Dallas-Fort Worth","Tarrant","Fort Worth",2724,111600,0.00269541778975741,0.0191780821917808,0.083495145631068,-0.00389668250134234,0.00328436402530863,1162,"2007-05","2007-Q2",125600,-0.111464968152866,"2004-12","2011-10","2011-Q4",95000,-0.243630573248408
2014-02-28,"Oliver","MD","Baltimore","Baltimore City","Baltimore",2725,46300,0.0109170305676856,0,-0.0665322580645161,0.0192008543396709,0.0157540918529784,2283,"2013-03","2013-Q1",49700,-0.06841046277666,"2012-12","2013-06","2013-Q2",44200,-0.110663983903421
2014-02-28,"Village Shires","PA","Philadelphia","Bucks","Northampton Township",2726,336300,0.00388059701492537,0.00508069336521219,0.0129518072289157,-0.00953380343870125,0.00694880955822885,1442,"2006-09","2006-Q3",387200,-0.131456611570248,"2004-08","2012-10","2012-Q4",329700,-0.148502066115702
2014-02-28,"Holly Park","WA","Seattle","King","Seattle",2727,290000,0.00554785020804438,0.021486438886932,0.142181961402127,-0.0135041625735854,0.0160143228012128,565,"2007-07","2007-Q3",361600,-0.198008849557522,"2005-08","2012-07","2012-Q3",236100,-0.347068584070796
2014-02-28,"Lauraville","MD","Baltimore","Baltimore City","Baltimore",2728,159800,0.00693131695022054,0.0243589743589744,0.122191011235955,-0.0306368829056861,0.0487277325773792,1439,"2008-05","2008-Q2",191200,-0.164225941422594,"2006-07","2012-08","2012-Q3",139400,-0.27092050209205
2014-02-28,"Charter Point","FL","Jacksonville","Duval","Jacksonville",2729,151500,-0.00197628458498024,0.014735432016075,0.197628458498024,-0.029203561780065,-0.00425513308420988,962,"2006-10","2006-Q4",222000,-0.317567567567568,"2003-09","2012-10","2012-Q4",122200,-0.44954954954955
2014-02-28,"South Broadway","NM","Albuquerque","Bernalillo","Albuquerque",2730,141000,-0.024896265560166,-0.045362220717671,0.00355871886120996,,,1248,"2010-12","2010-Q4",154400,-0.0867875647668394,"2010-10","2011-04","2011-Q2",134900,-0.126295336787565
2014-02-28,"South Louisville","KY","Louisville/Jefferson County","Jefferson","Louisville",2731,59300,-0.0067001675041876,-0.0165837479270315,0.0570409982174688,0.00900734320838614,0.000847103699754603,1192,"2013-09","2013-Q3",60500,-0.0198347107438017,"2013-07","2014-02","2014-Q1",59300,-0.0198347107438017
2014-02-28,"Ladera West","NM","Albuquerque","Bernalillo","Albuquerque",2732,142600,0.000701754385964912,0.0142247510668563,0.0222222222222222,-0.0242222800095103,0.0127750378126894,1225,"2007-02","2007-Q1",175800,-0.188850967007964,"2005-07","2011-11","2011-Q4",131100,-0.254266211604096
2014-02-28,"Goose Island","IL","Chicago","Cook","Chicago",2733,283900,0.00105782792665726,0.00176429075511644,0.0802891933028919,-0.0119575242787291,0.0039594816937718,1841,"2006-02","2006-Q1",325900,-0.128873887695612,"2004-08","2012-02","2012-Q1",239100,-0.266339367904265
2014-02-28,"River Trails","TX","Dallas-Fort Worth","Tarrant","Fort Worth",2734,141300,0.00426439232409382,0.0209537572254335,0.0902777777777778,0.00357662925167435,0.00667914287599025,1444,"2008-01","2008-Q1",144500,-0.0221453287197232,"2007-05","2011-09","2011-Q3",122000,-0.155709342560554
2014-02-28,"North Stonehurst","CA","San Francisco","Alameda","Oakland",2735,207200,0.0201870999507632,0.0713547052740434,0.285359801488834,-0.00874276521490136,-0.0354616847904387,653,"2006-12","2006-Q4",441900,-0.531115637021951,"2002-04","2011-09","2011-Q3",133700,-0.697442860375651
2014-02-28,"Park Duvalle","KY","Louisville/Jefferson County","Jefferson","Louisville",2736,55300,0.00362976406533575,-0.00539568345323741,-0.0195035460992908,-0.00286845888763265,-0.00695931080328249,1543,"2005-12","2005-Q4",61300,-0.0978792822185971,"2002-01","2010-12","2010-Q4",49800,-0.187601957585644
2014-02-28,"Tallulah - North Shore","FL","Jacksonville","Duval","Jacksonville",2737,44600,-0.00223713646532438,0.00677200902934537,0,-0.106230312911622,-0.0408763078666708,1731,"2007-06","2007-Q2",97000,-0.54020618556701,"1997-07","2013-07","2013-Q3",43500,-0.551546391752577
2014-02-28,"Schenk-Atwood","WI","Madison","Dane","Town of Madison",2738,229500,0.00746268656716418,0.0209074733096085,0.0254691689008043,0.00849094191304611,0.0230118157986092,1597,"2014-02","2014-Q1",229500,0,"2014-02",,,,
2014-02-28,"South East Community","MI","Grand Rapids","Kent","Grand Rapids",2739,60300,0.011744966442953,0.0432525951557093,0.218181818181818,-0.0372401806404491,-0.0252842460650035,1352,"2006-02","2006-Q1",84500,-0.286390532544379,"2001-06","2012-05","2012-Q2",45100,-0.466272189349112
2014-02-28,"Guilford","MD","Baltimore","Baltimore City","Baltimore",2740,622800,0.00193050193050193,0.00646412411118293,0.0336929460580913,-0.0232116003148566,0.0272884768087001,787,"2007-05","2007-Q2",758400,-0.17879746835443,"2005-07","2012-02","2012-Q1",557500,-0.264899789029536
2014-02-28,"Penrose","VA","Washington","Arlington","Arlington",2741,571000,0.00812146892655367,0.0291997116077866,0.120706575073602,0.0456395525912732,0.0402016489055299,711,"2014-02","2014-Q1",571000,0,"2014-02",,,,
2014-02-28,"Coalition of Homeowners Association","MS","Jackson","Hinds","Jackson",2742,48500,-0.0162271805273834,-0.052734375,-0.0849056603773585,,,429,"2009-08","2009-Q3",64400,-0.246894409937888,"2009-01","2014-02","2014-Q1",48500,-0.246894409937888
2014-02-28,"Downtown","NJ","Trenton","Mercer","Trenton",2743,123900,0.0368200836820084,0.119241192411924,0.195945945945946,-0.00864909815736703,0.0227924216587232,587,"2008-02","2008-Q1",138500,-0.105415162454874,"2005-06","2012-02","2012-Q1",95000,-0.314079422382672
2014-02-28,"Sehome","WA","Bellingham","Whatcom","Bellingham",2744,255800,0.00274402195217562,0.00748326112642773,0.0402602684017893,0.00427636765949235,0.0357112240282889,614,"2007-01","2007-Q1",268900,-0.048716995165489,"2005-10","2012-01","2012-Q1",228400,-0.15061361100781
2014-02-28,"El Dorado Park Estates","CA","Los Angeles","Los Angeles","Long Beach",2745,647000,0.000928217821782178,0.0206657201451333,0.119764624437522,0.0223160001959748,0.0179408957827045,1596,"2006-03","2006-Q1",751300,-0.138826034872887,"2004-08","2012-04","2012-Q2",540900,-0.280047916943964
2014-02-28,"Fairmount","OR","Eugene","Lane","Eugene",2746,364300,-0.00109679188374006,-0.00328317373461012,0.0334751773049645,-0.00897629115221932,0.0262292418646035,978,"2007-06","2007-Q2",400400,-0.0901598401598402,"2005-09","2012-06","2012-Q2",339700,-0.151598401598402
2014-02-28,"Stonegate","CA","Bakersfield","Kern","Bakersfield",2747,237600,0.00380228136882129,0.0241379310344828,0.251844046364594,0.0135836013950663,0.00532972673404464,1067,"2006-04","2006-Q2",404400,-0.412462908011869,"2004-05","2012-01","2012-Q1",164700,-0.59272997032641
2014-02-28,"Harrington","CA","San Francisco","Alameda","Oakland",2748,272500,0.0107566765578635,0.0408708938120703,0.446390658174098,-0.0145365798910816,-0.0139811925902459,471,"2006-04","2006-Q2",473800,-0.42486281131279,"2002-12","2012-04","2012-Q2",167700,-0.646053186998734
2014-02-28,"Eckington","DC","Washington","District of Columbia","Washington",2749,434900,0.00975156721615974,0.040181774695049,0.228878214184798,0.0748108505991558,0.0696044732486611,1005,"2014-02","2014-Q1",434900,0,"2014-02",,,,
2014-02-28,"Wright View","OH","Dayton","Montgomery","Dayton",2750,47800,0.00420168067226891,0.0191897654584222,0,-0.0431665986092368,-0.0363214769597909,1226,"2005-11","2005-Q4",71100,-0.327707454289733,,"2012-08","2012-Q3",46100,-0.351617440225035
2014-02-28,"Old Norwood Park","IL","Chicago","Cook","Chicago",2751,327700,0.00367534456355283,0.00367534456355283,0.0483045425463852,-0.0266051711448982,-0.00607801584034318,983,"2006-04","2006-Q2",456300,-0.281832127985974,"2003-05","2012-08","2012-Q3",287500,-0.369932062239755
2014-02-28,"Kinsman","OH","Cleveland","Cuyahoga","Cleveland",2752,44100,0.0208333333333333,0.0327868852459016,0.0550239234449761,-0.0331622093062789,-0.025503579708467,444,"2007-04","2007-Q2",64500,-0.316279069767442,"1999-07","2013-02","2013-Q1",41800,-0.351937984496124
2014-02-28,"Tower Heights","OK","Tulsa","Tulsa","Tulsa",2753,87600,-0.00341296928327645,-0.0179372197309417,-0.0352422907488987,-0.00316605181202512,0.0039664533059296,950,"2013-01","2013-Q1",90900,-0.0363036303630363,"2012-03","2014-02","2014-Q1",87600,-0.0363036303630363
2014-02-28,"Northeast","IN","South Bend","Saint Joseph","South Bend",2754,93900,0,-0.00424178154825027,0.00643086816720257,0.0205962023907353,-0.000106433941084783,1662,"2004-08","2004-Q3",99400,-0.0553319919517103,"2004-02","2009-01","2009-Q1",84300,-0.151911468812877
2014-02-28,"Forest Hills Gardens","NY","New York","Queens","New York",2755,1714400,0.00257309941520468,-0.00649049605934168,-0.0439971003178498,-0.0380803353495585,0.0453461028984024,711,"2010-09","2010-Q3",2105400,-0.185712928659637,"2007-02","2012-01","2012-Q1",1611500,-0.234587251828631
2014-02-28,"Central","WA","Seattle","King","Seattle",2756,473700,0.00637348629700446,0.0147814910025707,0.151994163424125,0.0285530800450751,0.0383616539400367,862,"2007-06","2007-Q2",476200,-0.00524989500209996,"2007-05","2011-09","2011-Q3",371800,-0.219235615287694
2014-02-28,"Burkhardt","OH","Dayton","Montgomery","Dayton",2757,38000,-0.0026246719160105,-0.00783289817232376,0.0242587601078167,-0.0526491463966037,-0.0399038043071034,1202,"2006-11","2006-Q4",60400,-0.370860927152318,,"2012-05","2012-Q2",34000,-0.437086092715232
2014-02-28,"Corcoran","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2758,156700,0.0012779552715655,0.00320102432778489,0.10196905766526,-0.0034108930415655,-0.00538879141275106,997,"2006-04","2006-Q2",195800,-0.199693564862104,"2003-01","2012-02","2012-Q1",128900,-0.34167517875383
2014-02-28,"Valverde","CO","Denver","Denver","Denver",2759,144200,0.00278164116828929,-0.00207612456747405,0.0866616428033157,0.0340013027759694,-0.00903500644572053,847,"2003-02","2003-Q1",164600,-0.123936816524909,"2001-04","2011-11","2011-Q4",107900,-0.344471445929526
2014-02-28,"Linwood","OR","Portland","Clackamas","Milwaukie",2760,229600,0.00923076923076923,0.0450614474283113,0.189637305699482,-0.0110361396724085,0.0206804810233223,1308,"2008-11","2008-Q4",276700,-0.170220455366823,"2005-09","2011-12","2011-Q4",180700,-0.346946151066137
2014-02-28,"Pleasant Grove East","VA","Virginia Beach","Chesapeake City","Chesapeake",2761,336800,-0.0026650873556411,-0.00882872277810477,0.0193704600484262,-0.0168134597951064,0.0218619519319267,815,"2006-06","2006-Q2",426000,-0.209389671361502,"2005-02","2012-11","2012-Q4",320500,-0.247652582159624
2014-02-28,"Oak Park","IA","Des Moines","Polk","Des Moines",2762,85300,-0.00117096018735363,-0.00117096018735363,0.0118623962040332,-0.0097879561655817,0.00213505826195703,1506,"2008-03","2008-Q1",95500,-0.106806282722513,"2005-01","2012-06","2012-Q2",80100,-0.161256544502618
2014-02-28,"Coquina Key","FL","Tampa","Pinellas","Saint Petersburg",2763,106800,-0.0129390018484288,-0.0282074613284804,0.0501474926253687,-0.0423527944297954,,2289,"2008-02","2008-Q1",215800,-0.505097312326228,"2004-02","2011-12","2011-Q4",76300,-0.64643188137164
2014-02-28,"Kleinman Park","AZ","Phoenix","Maricopa","Mesa",2764,93000,0.0152838427947598,0.0739030023094688,0.33428981348637,-0.0226733800703868,0.0147913118037168,785,"2006-07","2006-Q3",145100,-0.359062715368711,"2005-01","2011-02","2011-Q1",50300,-0.653342522398346
2014-02-28,"South Westside","WA","Olympia","Thurston","Olympia",2765,198900,0.00353178607467205,0.0132450331125828,0.0484976278334212,-0.0250503917549014,0.025715422867173,773,"2006-07","2006-Q3",237800,-0.163582842724979,"2005-07","2012-03","2012-Q1",183200,-0.229604709840202
2014-02-28,"West Minnehaha","WA","Portland","Clark","Vancouver",2766,197000,0.00356597045338767,0.0154639175257732,0.14335461404527,0.00040658683901551,0.0201317619035739,1031,"2007-05","2007-Q2",236600,-0.167371090448014,"2005-06","2012-02","2012-Q1",158800,-0.328825021132713
2014-02-28,"Borchert Field","WI","Milwaukee","Milwaukee","Milwaukee",2767,47900,-0.00622406639004149,0.00209205020920502,0.15421686746988,-0.0530283584959537,0.0029707230604612,512,"2006-05","2006-Q2",67200,-0.287202380952381,"2004-04","2013-01","2013-Q1",40900,-0.391369047619048
2014-02-28,"Port Ivory","NY","New York","Richmond","New York",2768,251000,0.00601202404809619,0.0186688311688312,0.0984682713347921,-0.0133156450643116,0.0148023891626459,499,"2006-10","2006-Q4",299400,-0.161656646626587,"2005-04","2013-02","2013-Q1",228500,-0.236806947227789
2014-02-28,"Pawtuckett","NC","Charlotte","Mecklenburg","Charlotte",2769,91600,0.00328587075575027,0.0143964562569214,0.0338600451467269,-0.0258204805315976,-0.0184947204488829,1476,"2007-09","2007-Q3",115200,-0.204861111111111,"1998-09","2011-09","2011-Q3",83700,-0.2734375
2014-02-28,"Chevy Chase","CA","Los Angeles","Los Angeles","Glendale",2770,857000,-0.000349935845095066,0.00918511540273198,0.102676273803397,0.022865363801694,0.0221336539017987,1337,"2006-09","2006-Q3",990000,-0.134343434343434,"2005-08","2012-07","2012-Q3",697700,-0.295252525252525
2014-02-28,"Magnolia Gardens","FL","Jacksonville","Duval","Jacksonville",2771,43200,0.00934579439252336,0.0212765957446809,0.107692307692308,-0.111458270529165,-0.0439304030912847,1436,"2007-09","2007-Q3",89000,-0.514606741573034,"1998-06","2013-02","2013-Q1",39000,-0.561797752808989
2014-02-28,"El Miradero","CA","Los Angeles","Los Angeles","Glendale",2772,731000,0.000958510201287142,0.0100870526461241,0.0734214390602056,0.0211405226449919,0.0137959029591646,1324,"2006-07","2006-Q3",872000,-0.161697247706422,"2005-03","2012-05","2012-Q2",592000,-0.321100917431193
2014-02-28,"Ardenwald","OR","Portland","Clackamas","Milwaukie",2773,222900,-0.00402144772117962,-0.00491071428571429,0.126326427488631,0.0019857544299462,0.0297881853444983,1195,"2007-06","2007-Q2",246000,-0.0939024390243902,"2006-01","2011-12","2011-Q4",175300,-0.28739837398374
2014-02-28,"Fourth Ward","NC","Charlotte","Mecklenburg","Charlotte",2774,247000,-0.00282599919257166,-0.0048348106365834,0.0828583954405962,-0.0252552424141734,0.0316915006250538,2096,"2009-04","2009-Q2",285600,-0.13515406162465,"2008-12","2011-09","2011-Q3",199000,-0.303221288515406
