"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","ZhviRecordCnt","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI","BottomMonth","BottomQuarter","BottomZHVI","PctFallFromPeakToBottom"
2014-02-28,"Central Southwest","TX","Houston","Harris","Houston",101,110500,0.0072926162260711,-0.0169039145907473,0.0203139427516159,0.0391386249990513,0.025026629534795,16155,"2013-06","2013-Q2",121700,-0.0920295809367297,"2013-04","2013-12","2013-Q4",109600,-0.0994248151191454
2014-02-28,"North Hills","CA","Los Angeles","Los Angeles","Los Angeles",102,434000,0.00696055684454756,0.0197368421052632,0.181917211328976,0.0296549041901264,0.0124209259373544,10988,"2006-05","2006-Q2",572700,-0.242186135847739,"2004-07","2012-01","2012-Q1",327300,-0.428496595075956
2014-02-28,"South Dorchester","MA","Boston","Suffolk","Boston",103,328200,-0.00515307668990603,-0.00575583156619206,0.0465561224489796,0.0437068662014266,0.00523604446002279,5267,"2006-03","2006-Q1",355500,-0.0767932489451477,"2004-10","2009-04","2009-Q2",262900,-0.260478199718706
2014-02-28,"Roxbury","MA","Boston","Suffolk","Boston",104,287300,-0.00034794711203897,0.0141193081539005,0.0862003780718336,0.0334655859853041,0.00626710120859242,2841,"2005-08","2005-Q3",291800,-0.0154215215901302,"2004-11","2010-12","2010-Q4",228900,-0.215558601782043
2014-02-28,"Southeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",105,130200,0.0023094688221709,0.00696055684454756,0.035799522673031,0.00185358084365728,-0.000993018814507973,14283,"2007-04","2007-Q2",149800,-0.130841121495327,"2004-01","2011-10","2011-Q4",119100,-0.204939919893191
2014-02-28,"Clear Lake","TX","Houston","Harris","Houston",106,166300,-0.00180072028811525,-0.0171394799054374,-0.0023995200959808,,,16703,"2009-12","2009-Q4",180600,-0.0791805094130675,"2009-03","2010-11","2010-Q4",153900,-0.147840531561462
2014-02-28,"Park Slope","NY","New York","Kings","New York",107,935500,0.0164059104737071,0.0571816024409538,0.192631310555839,0.0695509310788727,0.0714417837313175,3351,"2014-02","2014-Q1",935500,0,"2014-02",,,,
2014-02-28,"Cedar Crest","TX","Dallas-Fort Worth","Dallas","Dallas",108,50100,0.00400801603206413,0.002,0.24009900990099,-0.0148807781217999,-0.0160517829429749,17817,"2007-05","2007-Q2",66600,-0.247747747747748,"1999-06","2011-12","2011-Q4",37800,-0.432432432432432
2014-02-28,"Oxford Circle","PA","Philadelphia","Philadelphia","Philadelphia",109,104100,0.00289017341040462,0.000961538461538462,-0.000959692898272553,-0.0247549729563521,0.0169434554036434,17146,"2006-01","2006-Q1",147200,-0.292798913043478,"2004-10","2012-10","2012-Q4",102400,-0.304347826086957
2014-02-28,"East Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",110,166600,0.00180396873120866,0.0109223300970874,0.0491183879093199,0.00636214780921418,0.0022484453831626,18412,"2007-05","2007-Q2",182000,-0.0846153846153846,"2004-12","2011-09","2011-Q3",151800,-0.165934065934066
2014-02-28,"Northeast Raleigh","NC","Raleigh","Wake","Raleigh",111,145500,0.00206611570247934,0.0069204152249135,0.0378031383737518,-0.00540937758400273,0.00834289296020185,20127,"2008-02","2008-Q1",153300,-0.050880626223092,"2006-08","2012-04","2012-Q2",136800,-0.107632093933464
2014-02-28,"Green Run","VA","Virginia Beach","Virginia Beach City","Virginia Beach",112,188700,0.00372340425531915,0.00693703308431163,0.0233188720173536,-0.0138222416832019,0.0352890176987251,17059,"2007-04","2007-Q2",219400,-0.139927073837739,"2005-08","2012-03","2012-Q1",181200,-0.174111212397448
2014-02-28,"Winnetka Heights","TX","Dallas-Fort Worth","Dallas","Dallas",113,84000,0.00598802395209581,0.0218978102189781,0.0923276983094929,-0.00142248086739849,-0.00361744970813804,9476,"2006-06","2006-Q2",99400,-0.154929577464789,"2003-01","2012-09","2012-Q3",75200,-0.243460764587525
2014-02-28,"Wilmington","CA","Los Angeles","Los Angeles","Los Angeles",114,349700,0.0121562952243126,0.0355344980752147,0.215079916608756,0.01086890901009,0.0148737797048424,7395,"2006-09","2006-Q3",513700,-0.319252481993381,"2004-08","2012-02","2012-Q1",270800,-0.472844072415807
2014-02-28,"Mission","CA","San Francisco","San Francisco","San Francisco",115,962200,0.0144438587243015,0.0423572744014733,0.160815538665702,0.0655441340743805,0.0516869936139333,4196,"2014-02","2014-Q1",962200,0,"2014-02",,,,
2014-02-28,"Archer Heights","IL","Chicago","Cook","Chicago",116,142300,0.00779036827195467,0.0266955266955267,0.125791139240506,-0.0575624245376002,-0.0283412701840791,5032,"2006-04","2006-Q2",239900,-0.406836181742393,"2001-09","2012-08","2012-Q3",122000,-0.491454772822009
2014-02-28,"Bath Beach","NY","New York","Kings","New York",117,524200,0.00904716073147257,0.0314836678473042,0.0695776372168945,0.0371056360033777,0.0319623562021332,1940,"2014-02","2014-Q1",524200,0,"2014-02",,,,
2014-02-28,"Northeast Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",118,202700,0.000987654320987654,0.00445986124876115,0.0448453608247423,0.00881238129058248,0.0102213448685167,17472,"2007-08","2007-Q3",210600,-0.0375118708452042,"2006-01","2011-11","2011-Q4",185300,-0.120132953466287
2014-02-28,"Central Colorado Springs","CO","Colorado Springs","El Paso","Colorado Springs",119,156600,-0.00191204588910134,0,0.0581081081081081,0.00838032884268913,0.00730975153004887,15789,"2007-06","2007-Q2",165100,-0.0514839491217444,"2005-06","2011-09","2011-Q3",140400,-0.149606299212598
2014-02-28,"Raleigh","TN","Memphis","Shelby","Memphis",120,66400,0.00150829562594269,0.00150829562594269,0.0375,-0.0370610758508535,-0.026098135691209,14207,"2007-01","2007-Q1",92900,-0.285252960172228,,"2012-06","2012-Q2",59800,-0.356297093649085
2014-02-28,"Woodward Park","CA","Fresno","Fresno","Fresno",121,286000,-0.00139664804469274,0.00527240773286467,0.121128969031752,0.009865831800836,-0.000104834632887463,17037,"2006-02","2006-Q1",412900,-0.30733833858077,"2004-02","2012-01","2012-Q1",228600,-0.446355049648825
2014-02-28,"Kingwood Area","TX","Houston","Harris","Houston",122,186100,-0.00214477211796247,0.011963023382273,0.046681664791901,0.016355912426022,0.0233099428433281,19990,"2014-01","2014-Q1",186500,-0.00214477211796247,"2014-01","2014-02","2014-Q1",186100,-0.00214477211796247
2014-02-28,"Central City","AZ","Phoenix","Maricopa","Phoenix",123,90500,-0.0247844827586207,-0.0631469979296066,0.0402298850574713,-0.0708740318960106,-0.00953547763337648,8888,"2007-01","2007-Q1",174100,-0.480183802412407,"2003-03","2011-06","2011-Q2",61800,-0.645031591039632
2014-02-28,"South Austin","IL","Chicago","Cook","Chicago",124,126700,0.00715421303656598,0.0201288244766506,0.0275750202757502,-0.0654170851270771,-0.011683206306114,4523,"2007-11","2007-Q4",193700,-0.345895715023232,"2002-03","2012-03","2012-Q1",110900,-0.427465152297367
2014-02-28,"Brownsville","NY","New York","Kings","New York",125,303500,0.0066334991708126,0.0277683711479851,0.042239010989011,-0.0349048415953636,0.0275834158171835,1455,"2008-06","2008-Q2",377600,-0.196239406779661,"2005-11","2012-05","2012-Q2",280800,-0.25635593220339
2014-02-28,"Lower Valley","TX","El Paso","El Paso","El Paso",126,87800,-0.00227272727272727,0.00342857142857143,0.0540216086434574,0,0.0308416347829308,11215,"2009-09","2009-Q3",93500,-0.0609625668449198,"2009-02","2013-01","2013-Q1",82600,-0.116577540106952
2014-02-28,"Encino","CA","Los Angeles","Los Angeles","Los Angeles",127,704900,0.005420054200542,0.0139528193325662,0.142278398962891,0.0266627550197611,0.0208084727862379,15260,"2006-11","2006-Q4",792900,-0.110984991802245,"2005-05","2012-04","2012-Q2",538400,-0.320973641064447
2014-02-28,"Ozone Park","NY","New York","Queens","New York",128,388000,0.00857811281518066,0.0294507827009817,0.136163982430454,0.000412882056512354,0.0211593031010544,3552,"2007-04","2007-Q2",474300,-0.181952350832806,"2005-08","2012-12","2012-Q4",339400,-0.284419144001687
2014-02-28,"The Heights","NJ","New York","Hudson","Jersey City",129,307000,0.00195822454308094,0.0128670405806664,0.0538963268108479,-0.0156540710686331,0.0113630728238487,7433,"2007-03","2007-Q1",418800,-0.266953199617956,"2004-07","2011-09","2011-Q3",261000,-0.376790830945559
2014-02-28,"Fresno High Roeding","CA","Fresno","Fresno","Fresno",130,124000,0.00323624595469256,0.0273405136702568,0.235059760956175,-0.0191689694551608,-0.0140861997996531,13052,"2006-03","2006-Q1",237700,-0.478334034497265,"2003-08","2012-02","2012-Q1",82900,-0.651241060159865
2014-02-28,"Rogers Park","IL","Chicago","Cook","Chicago",131,143000,0.0134656272147413,0.0280373831775701,0.140350877192982,-0.0633898197446919,-0.0293381173267014,8419,"2006-12","2006-Q4",221200,-0.353526220614828,"2001-03","2012-11","2012-Q4",122500,-0.44620253164557
2014-02-28,"Albany Park","IL","Chicago","Cook","Chicago",132,217800,-0.00365965233302836,-0.0388349514563107,0.111791730474732,-0.0397719020467586,-0.0102760630043656,5710,"2006-04","2006-Q2",295700,-0.26344267839026,"2002-08","2012-04","2012-Q2",189600,-0.358809604328712
2014-02-28,"Downtown","TN","Memphis","Shelby","Memphis",133,46900,0.00860215053763441,0.0353200883002208,0.12200956937799,-0.0362181403133266,-0.0193143991734306,15420,"2007-04","2007-Q2",63700,-0.263736263736264,"1998-12","2013-03","2013-Q1",41600,-0.346938775510204
2014-02-28,"Kensington","NY","New York","Kings","New York",134,675800,0.0210001510802236,0.0584181675802663,0.22828062522719,0.0338778902752226,0.0591228861595032,1243,"2014-02","2014-Q1",675800,0,"2014-02",,,,
2014-02-28,"Kempsville","VA","Virginia Beach","Virginia Beach City","Virginia Beach",135,206300,0.00242954324586978,0.00683260126891166,0.0382486160040262,-0.0108813297090155,0.0341194838901244,17573,"2007-09","2007-Q3",233300,-0.115730818688384,"2005-07","2012-05","2012-Q2",193400,-0.171024432061723
2014-02-28,"Flatlands","NY","New York","Kings","New York",136,410400,0.00612895317479774,0.0206416314349664,0.0701434159061278,-0.00451898124462158,0.0287856248783005,4988,"2007-11","2007-Q4",481800,-0.148194271481943,"2005-12","2012-03","2012-Q1",375700,-0.220215857202159
2014-02-28,"Richmond Hill","NY","New York","Queens","New York",137,389500,0.00776196636481242,0.0228466386554622,0.0904255319148936,-0.00505714932349155,0.0187399037934042,2650,"2007-04","2007-Q2",492600,-0.2092976045473,"2005-07","2012-08","2012-Q3",356900,-0.275477060495331
2014-02-28,"Little Havana","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",138,121400,0.00914380714879468,0.0630472854640981,0.393800229621125,-0.0250240705092509,0.00124405485423495,3897,"2007-03","2007-Q1",211700,-0.426547000472367,"2004-03","2011-12","2011-Q4",70500,-0.666981577704299
2014-02-28,"Northwest","CA","San Diego","San Diego","Chula Vista",139,361300,-0.00385993934381031,0.00249722530521643,0.166989664082687,0.0453792777581947,-0.00432382412118171,8082,"2005-11","2005-Q4",510600,-0.292401096748923,"2004-01","2011-10","2011-Q4",261400,-0.488053270661966
2014-02-28,"Central City","CA","Los Angeles","Los Angeles","Los Angeles",140,269100,0.00298173686172195,-0.00443951165371809,0.155927835051546,-0.00620033229291594,0.0252541283747636,2174,"2007-04","2007-Q2",437300,-0.38463297507432,"2005-01","2011-11","2011-Q4",180400,-0.587468557054654
2014-02-28,"Maspeth","NY","New York","Queens","New York",141,515700,0.00919765166340509,0.0258603540879252,0.101452370781717,0.00475987214946305,0.034235739240015,3697,"2008-05","2008-Q2",568500,-0.0928759894459103,"2006-03","2012-03","2012-Q1",458100,-0.194195250659631
2014-02-28,"Westwood","CA","Los Angeles","Los Angeles","Los Angeles",142,906700,0.00722061764052433,0.0420641305597058,0.168729053879866,0.0105849714637878,0.025175639585858,9608,"2006-08","2006-Q3",1035600,-0.124468906913866,"2005-07","2012-07","2012-Q3",717400,-0.307261490923136
2014-02-28,"Queens Village","NY","New York","Queens","New York",143,389500,0.00619994833376389,0.0190999476713762,0.0624659028914348,-0.00425827813723023,0.0235217672731611,8415,"2007-04","2007-Q2",472000,-0.17478813559322,"2005-09","2012-01","2012-Q1",348500,-0.261652542372881
2014-02-28,"Flagami","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",144,167600,0.0157575757575758,0.0540880503144654,0.163888888888889,-0.0321024605622701,-0.00929211593141455,10361,"2007-05","2007-Q2",333900,-0.498053309374064,"2003-08","2011-10","2011-Q4",119500,-0.642108415693321
2014-02-28,"Lake Highlands","TX","Dallas-Fort Worth","Dallas","Dallas",145,71500,0.00704225352112676,0.0170697012802276,0.0655737704918033,-0.0157327922273541,-0.00699584024513511,7028,"2006-12","2006-Q4",96900,-0.262125902992776,"2002-08","2012-01","2012-Q1",63500,-0.34468524251806
2014-02-28,"Hoover","CA","Fresno","Fresno","Fresno",146,159500,0.00504095778197858,0.0270444301352222,0.191187453323376,-0.00843435082008381,-0.00990816658245663,10633,"2006-02","2006-Q1",281300,-0.43298969072165,"2003-09","2012-02","2012-Q1",117300,-0.583007465339495
2014-02-28,"Bay Ridge","NY","New York","Kings","New York",147,737400,0.00463215258855586,0.0127729707457767,0.115413704432007,0.0524052038897962,0.0477988657451733,4091,"2014-02","2014-Q1",737400,0,"2014-02",,,,
2014-02-28,"Lake View","IL","Chicago","Cook","Chicago",148,321900,0.00530918176139913,0.0154574132492114,0.0975110808046369,-0.00586013628799009,0.00166155794602951,13550,"2006-12","2006-Q4",363000,-0.113223140495868,"2004-04","2012-03","2012-Q1",281900,-0.223415977961433
2014-02-28,"Lone Mountain","NV","Las Vegas","Clark","Las Vegas",149,187100,0.00591397849462366,0.0212882096069869,0.236615994712492,-0.00660158311966463,-0.0177515084560892,17113,"2006-02","2006-Q1",334600,-0.440824865511058,"2003-08","2012-02","2012-Q1",122000,-0.635385534967125
2014-02-28,"Casas Adobes","AZ","Tucson","Pima","Tucson",150,175100,0.00228963938179737,0.0115540150202195,0.0855548667079975,-0.0223988349125311,0.00706290516602781,18338,"2006-04","2006-Q2",266900,-0.343949044585987,"2004-09","2012-04","2012-Q2",148600,-0.443237167478456
2014-02-28,"Northeast Anaheim","CA","Los Angeles","Orange","Anaheim",151,481200,0.00838222967309304,0.0315112540192926,0.220700152207001,0.0334525082577584,0.0115723669494689,8176,"2006-07","2006-Q3",613900,-0.216158983547809,"2004-07","2011-11","2011-Q4",355400,-0.421078351523049
2014-02-28,"Englewood","IL","Chicago","Cook","Chicago",152,93000,-0.00641025641025641,0.0119695321001088,0.127272727272727,-0.062765221157501,-0.00409957627414093,5469,"2007-06","2007-Q2",139700,-0.33428775948461,"2003-06","2012-01","2012-Q1",75000,-0.463135289906943
2014-02-28,"Centennial Hills","NV","Las Vegas","Clark","Las Vegas",153,186900,0.00160771704180064,0.0157608695652174,0.25689307330195,-0.00619665459431773,-0.0175047852164163,18317,"2006-03","2006-Q1",334200,-0.440754039497307,"2003-07","2012-02","2012-Q1",121800,-0.635547576301616
2014-02-28,"Fairgrounds","CA","San Jose","Santa Clara","San Jose",154,452700,-0.00352190182698657,-0.00461741424802111,0.187254130605822,0.0183780214581108,0.0108227190097638,7054,"2007-02","2007-Q1",578200,-0.217052922864061,"2004-09","2011-09","2011-Q3",316700,-0.452265652023521
2014-02-28,"Granada Hills","CA","Los Angeles","Los Angeles","Los Angeles",155,496300,0.00404612583451345,0.0184691155345783,0.180823221508446,0.036478190359414,0.0143249586523793,14099,"2006-03","2006-Q1",627200,-0.208705357142857,"2004-09","2011-12","2011-Q4",379600,-0.394770408163265
2014-02-28,"Gresham","IL","Chicago","Cook","Chicago",156,122800,0.007383100902379,0.0199335548172757,0.0867256637168142,-0.0297268089095779,0.00222570186804782,8401,"2007-11","2007-Q4",167300,-0.265989240884638,"2004-06","2012-09","2012-Q3",106900,-0.361028093245666
2014-02-28,"Valencia","CA","Los Angeles","Los Angeles","Santa Clarita",157,458200,0.00747581354441513,0.0207173089775006,0.144069912609238,0.0245359611323983,0.00702994308759131,14865,"2006-04","2006-Q2",587400,-0.219952332311883,"2004-06","2012-02","2012-Q1",366700,-0.375723527408921
2014-02-28,"Michael Way","NV","Las Vegas","Clark","Las Vegas",158,121600,0.00829187396351575,0.0348936170212766,0.423887587822014,-0.0249858966602181,-0.0227082909369664,11502,"2006-05","2006-Q2",250500,-0.514570858283433,"2001-09","2012-02","2012-Q1",68100,-0.72814371257485
2014-02-28,"Woodside","NY","New York","Queens","New York",159,560200,0.0100973674720519,0.0252562225475842,0.102973026186257,0.0193540774021266,0.0378673256851605,1339,"2007-11","2007-Q4",587800,-0.0469547465124192,"2006-09","2012-02","2012-Q1",471500,-0.197856413746172
2014-02-28,"Mclane","CA","Fresno","Fresno","Fresno",160,130900,0.00537634408602151,0.0274725274725275,0.217674418604651,-0.010364932380988,-0.0145089116528986,10949,"2006-05","2006-Q2",252200,-0.480967486122125,"2003-08","2012-02","2012-Q1",93800,-0.628072957969865
2014-02-28,"Santa Teresa","CA","San Jose","Santa Clara","San Jose",161,638100,0.00172684458398744,0.0139837915143811,0.214965727341965,0.04274687117347,0.0236694360668053,13879,"2006-03","2006-Q1",689300,-0.0742782533004497,"2005-05","2011-09","2011-Q3",450700,-0.346148266357174
2014-02-28,"Greater Uptown","TX","Houston","Harris","Houston",162,324900,0.0143615360599438,0.0413461538461538,0.109252304540799,0.0664776537683711,0.0536814705404882,16827,"2014-02","2014-Q1",324900,0,"2014-02",,,,
2014-02-28,"Highland Park","CA","Los Angeles","Los Angeles","Los Angeles",163,511400,0.00629673356946084,0.0177114427860697,0.201880141010576,0.0568374361716251,0.0471193276220452,6104,"2007-01","2007-Q1",522800,-0.021805661820964,"2005-12","2009-10","2009-Q4",355500,-0.320007651109411
2014-02-28,"Bayside","NY","New York","Queens","New York",164,681600,0.00575475874280655,0.0133809099018733,0.0805326569435637,0.0120113479007034,0.0277673981419049,8290,"2006-05","2006-Q2",720000,-0.0533333333333333,"2005-12","2009-08","2009-Q3",620000,-0.138888888888889
2014-02-28,"Brighton Park","IL","Chicago","Cook","Chicago",165,133000,-0.0015015015015015,-0.013353115727003,0.0374414976599064,-0.0723390878171558,-0.0252165780263378,3113,"2006-06","2006-Q2",228000,-0.416666666666667,"2002-01","2012-12","2012-Q4",126400,-0.445614035087719
2014-02-28,"Southwest","TX","Dallas-Fort Worth","Tarrant","Arlington",166,149500,0.00402955003357958,0.0163154316791298,0.036754507628294,0,0.0048069558328685,15337,"2006-06","2006-Q2",154300,-0.0311082307193778,"2006-03","2011-07","2011-Q3",136500,-0.115359688917693
