id,data
427900,0.045544121
428000,0.075478142
428100,0.031176091
428200,0.036267774
428301,0.033864542
428302,0.024173028
428400,0.073674547
428500,0.066603833
428600,0.07704066
428700,0.142267541
430101,0.040625479
430102,0.027571116
430200,0.027183343
430300,0.028337875
430400,0.028347996
430500,0.21276244
430600,0.041956854
430700,0.026481384
430800,0.031331109
430900,0.088015381
431000,0.065217391
431100,0.137984496
431200,0.108939044
432100,0.138992042
432200,0.203676471
432300,0.10588488
432400,0.080323357
432501,0.057243232
432502,0.117948718
432600,0.195118386
432700,0.098466505
432800,0.115848753
433000,0.082463466
433102,0.089746804
433103,0.242492918
433104,0.229521277
433200,0.154704944
433300,0.037313433
433400,0.100555115
433500,0.039751838
433600,0.090833055
433700,0.112822124
433800,0.154566427
433900,0.267616306
434000,0.173423423
435102,0.17011006
435103,0.077463689
435104,0.189992331
435200,0.252173913
435300,0.226836347
435400,0.195425272
435500,0.12885906
435601,0.120971032
435602,0.098517546
435700,0.072921202
435800,0.046079524
435900,0.043761088
436000,0.029844196
436100,0.053031743
436200,0.155474262
436300,0.127086548
436401,0.147401306
436402,0.12605042
436500,0.172812568
436601,0.120177311
436602,0.163421571
436700,0.085261876
436800,0.13608145
436900,0.074806663
437000,0.091275554
437101,0.061104218
437102,0.097624088
437200,0.119911177
437300,0.134361941
437400,0.044894366
437500,0.082155477
437600,0.086415915
437701,0.155659085
437702,0.081531955
437800,0.078554425
437900,0.067579127
438000,0.080109656
438100,0.079478827
438201,0.05969163
438203,0.064540816
438204,0.087369598
438300,0.07075851
438400,0.051480051
440100,0.093939394
440200,0.03539823
440301,0.05702954
440304,0.062259307
440305,0.077774916
440306,0.08956001
440307,0.069684759
440308,0.048784634
440331,0.076131045
440332,0.035649547
440333,0.056005636
440334,0.073705179
440335,0.047105911
440336,0.079838529
441100,0.032033426
441200,0.023620892
441301,0.041837056
441302,0.036556816
441401,0.054104747
441402,0.03382381
441501,0.047132498
441503,0.016700687
441521,0.032203101
441522,0.05
441523,0.023792004
441524,0.02244389
441601,0.03990353
441602,0.054836813
441700,0.052178591
441800,0.036251105
441921,0.037674038
441923,0.040499554
441924,0.030543761
441925,0.044000649
441926,0.044362745
441927,0.054837923
442000,0.00622665
442100,0.006775068
442200,0.013963636
442301,0.035551504
442302,0.080200501
442400,0.030545338
442500,0.031610365
442601,0.017169615
442602,0.046708711
442700,0.016359206
442800,0.029119318
442900,0.032388101
443001,0.030167981
443002,0.027036161
443102,0.005421817
443103,0.007942417
443104,0.01079525
443105,0.004263914
443200,0.007829374
443301,0.014482081
443321,0.028962444
443322,0.014740369
444100,0.032142857
444200,0.037851977
444301,0.0461738
444302,0.045934773
444400,0.037739539
444500,0.054808841
444601,0.041377862
444602,0.072994519
450101,0.063692803
450102,0.286410854
450200,0.046225719
450300,0.03537684
450400,0.022117962
450501,0.030041547
450502,0.031541219
450601,0.017460787
450602,0.01719789
450603,0.011810178
450604,0.009382819
450605,0.010583446
450606,0.011337868
450607,0.019043992
450701,0.011517028
450741,0.018666107
450742,0.012893357
450743,0.033375581
450744,0.01821569
450745,0.015614506
450746,0.011104061
450750,0.077667219
450751,0.036406619
450752,0.035537818
451101,0.026691145
451102,0.008726003
451201,0.025625474
451202,0.012383049
451300,0.017530488
451401,0.024786325
451403,0.015765766
451404,0.015733737
451501,0.022707798
451503,0.018551237
451504,0.023856859
451505,0.005394067
451506,0.040152964
451601,0.014294997
451602,0.016227506
451701,0.013217279
451703,0.017102876
451704,0.015509103
981900,0.105263158
982000,0.042253521
983200,0.138888889
990000,
